City,BHK,Sqft,Bathrooms,Floor,Total_Floors,Distance_to_Center,Has_Swimming_Pool,Has_Gym,Is_Gated_Community,Per_Capita_Income_Lakh,Price_INR
Chennai,5,4533,4,14,15,1.16,1,1,0,3.5,75993108.0
Hyderabad,1,405,1,1,5,27.46,1,1,0,5.54,2243449.0
Ahmedabad,3,1560,3,2,11,25.1,0,1,0,2.8,6986517.0
Mumbai,4,3289,4,0,10,6.62,1,1,0,4.13,81914020.0
Hyderabad,2,1124,1,3,4,13.83,0,0,0,5.54,11014653.0
Kolkata,5,6118,5,5,13,26.21,0,0,0,2.5,31744975.0
Hyderabad,4,3212,3,8,16,5.79,0,0,0,5.54,22975018.0
Delhi NCR,4,2566,3,21,22,24.85,1,1,0,4.75,18125323.0
Ahmedabad,1,679,1,13,17,6.45,0,0,1,2.8,3257043.0
Hyderabad,1,651,1,0,2,7.4,0,1,1,5.54,5208280.0
Chennai,4,3822,3,1,11,6.36,1,1,1,3.5,34184361.0
Hyderabad,3,1466,3,14,18,20.26,0,0,1,5.54,10024423.0
Delhi NCR,4,3442,3,32,37,9.32,1,1,1,4.75,48275784.0
Bangalore,4,2649,3,8,15,13.23,1,1,0,9.8,38984975.0
Jaipur,4,3349,4,13,23,24.99,0,1,1,1.8,14612154.0
Delhi NCR,5,8463,5,40,42,24.75,1,1,1,4.75,105279299.0
Ahmedabad,4,3137,3,14,19,23.85,1,1,1,2.8,15253131.0
Kolkata,1,672,1,10,10,4.07,0,0,1,2.5,5195735.0
Ahmedabad,4,3210,3,3,5,19.15,1,1,0,2.8,14900411.0
Kolkata,4,2975,4,1,8,28.87,0,0,0,2.5,14216933.0
Bangalore,2,1163,1,1,11,4.94,1,1,0,9.8,18083536.0
Kolkata,4,2302,4,12,18,14.25,0,0,0,2.5,12219067.0
Chennai,5,8593,4,1,11,2.93,0,1,1,3.5,89895921.0
Delhi NCR,4,3614,4,10,19,12.49,1,1,1,4.75,53524943.0
Mumbai,4,3630,3,4,7,27.61,1,1,1,4.13,59452089.0
Bangalore,2,907,2,8,8,24.42,1,1,0,9.8,9763028.0
Mumbai,4,3309,4,23,30,13.01,1,1,0,4.13,39247960.0
Hyderabad,3,1902,3,14,14,27.59,1,1,1,5.54,12102996.0
Kolkata,1,486,1,0,8,9.73,0,1,0,2.5,3105474.0
Ahmedabad,4,2412,4,2,7,20.02,0,1,1,2.8,11430965.0
Hyderabad,1,537,0,14,23,19.77,0,1,1,5.54,3585694.0
Pune,3,1523,3,12,19,1.48,0,0,0,2.78,16058846.0
Hyderabad,5,8668,4,13,21,16.28,0,1,1,5.54,83500109.0
Ahmedabad,3,1308,3,1,5,26.7,1,1,1,2.8,6079835.0
Hyderabad,4,2587,3,9,10,29.55,0,0,0,5.54,13940984.0
Jaipur,5,6030,4,8,17,12.54,0,1,1,1.8,39491284.0
Jaipur,3,1428,3,4,12,0.14,0,1,1,1.8,9827510.0
Pune,5,6120,5,2,9,20.87,0,0,1,2.78,41355517.0
Pune,2,1126,2,1,9,8.14,0,1,0,2.78,7318027.0
Pune,4,3729,4,10,18,21.53,0,1,1,2.78,33230095.0
Kolkata,5,5983,5,10,18,1.81,1,1,1,2.5,77933028.0
Ahmedabad,5,7874,5,11,14,15.42,1,1,1,2.8,66038012.0
Kolkata,3,1974,3,10,10,17.95,1,1,1,2.5,15171969.0
Ahmedabad,2,1043,1,9,14,3.09,0,0,0,2.8,6558500.0
Lucknow,5,6760,4,7,16,0.1,0,0,0,1.6,53659780.0
Delhi NCR,4,2796,3,28,30,18.79,1,1,1,4.75,28296010.0
Jaipur,3,1354,3,0,9,10.42,0,1,1,1.8,7869584.0
Bangalore,1,599,1,25,35,0.67,1,1,1,9.8,13341786.0
Mumbai,4,3827,3,5,6,24.26,1,1,1,4.13,65055229.0
Chennai,4,3051,3,8,17,15.64,1,1,1,3.5,27481027.0
Ahmedabad,3,1787,3,4,10,0.8,1,1,1,2.8,16011976.0
Delhi NCR,4,3488,4,17,20,9.34,1,1,1,4.75,56801623.0
Pune,5,7917,4,3,7,25.83,1,1,0,2.78,68587070.0
Lucknow,5,7165,5,8,17,1.68,0,1,1,1.6,61745035.0
Bangalore,2,809,1,33,43,4.12,1,1,1,9.8,15194547.0
Kolkata,3,1520,3,11,15,26.24,0,0,0,2.5,5546042.0
Delhi NCR,1,504,0,13,22,21.2,1,1,1,4.75,3153856.0
Lucknow,3,1666,2,3,9,22.09,0,0,1,1.6,4250587.0
Ahmedabad,3,1600,3,6,12,2.55,0,0,1,2.8,10166037.0
Ahmedabad,2,997,2,13,23,8.73,0,1,1,2.8,6741544.0
Kolkata,5,6021,4,5,11,16.85,1,1,0,2.5,57554556.0
Kolkata,5,6789,5,2,2,4.35,1,1,0,2.5,78978753.0
Bangalore,3,1513,2,31,32,2.53,1,1,0,9.8,30955910.0
Delhi NCR,4,2772,3,20,29,14.55,1,1,0,4.75,18248672.0
Hyderabad,5,4759,4,5,7,17.01,0,0,0,5.54,23787361.0
Jaipur,5,8595,5,1,2,7.69,0,1,0,1.8,65855291.0
Kolkata,1,612,1,12,21,12.57,0,0,1,2.5,3852452.0
Mumbai,2,893,2,9,19,7.66,1,1,1,4.13,21488019.0
Pune,2,880,2,9,16,24.62,0,1,1,2.78,3986388.0
Jaipur,3,1801,2,0,5,22.09,0,0,1,1.8,6200073.0
Mumbai,3,1976,2,1,1,3.1,1,1,0,4.13,30409103.0
Ahmedabad,1,647,1,0,9,25.17,0,0,0,2.8,2556674.0
Hyderabad,2,1126,1,10,10,1.63,0,1,1,5.54,13217119.0
Kolkata,5,8279,4,2,10,18.92,0,0,0,2.5,55379219.0
Jaipur,5,7382,5,8,13,21.03,0,0,0,1.8,35325724.0
Chennai,4,3762,3,3,9,16.12,0,0,1,3.5,20793372.0
Delhi NCR,3,1825,3,11,18,27.32,1,1,0,4.75,13671312.0
Chennai,4,3015,4,15,24,9.85,0,1,0,3.5,26784102.0
Lucknow,1,626,0,1,10,16.53,1,1,1,1.6,2464034.0
Bangalore,3,1581,3,36,46,7.46,1,1,1,9.8,25086128.0
Hyderabad,4,2589,4,2,2,3.58,1,1,0,5.54,25063875.0
Chennai,2,943,2,0,0,27.38,1,1,0,3.5,4846366.0
Kolkata,4,2572,4,12,12,0.86,0,0,1,2.5,20703751.0
Hyderabad,3,1938,2,4,4,24.69,0,0,0,5.54,8555051.0
Ahmedabad,1,594,1,13,15,23.45,0,0,1,2.8,2394384.0
Hyderabad,4,3369,3,8,8,14.77,0,1,1,5.54,20913818.0
Ahmedabad,2,1093,2,10,15,17.7,0,1,0,2.8,6412359.0
Bangalore,2,932,2,40,47,17.83,1,1,1,9.8,10971127.0
Bangalore,1,467,1,31,40,19.12,1,1,1,9.8,4407200.0
Jaipur,3,1415,2,8,13,25.77,0,0,1,1.8,4895481.0
Mumbai,5,6008,5,11,21,3.37,1,1,0,4.13,198963265.0
Mumbai,3,1541,3,22,27,15.89,1,1,0,4.13,29744929.0
Ahmedabad,2,868,2,7,8,9.99,0,1,0,2.8,5245238.0
Kolkata,1,619,1,13,20,10.75,0,0,1,2.5,4222413.0
Mumbai,4,3323,3,10,10,22.6,1,1,0,4.13,49636792.0
Hyderabad,2,1193,1,0,9,21.81,0,0,0,5.54,6062167.0
Chennai,4,3174,4,12,22,13.77,1,1,0,3.5,24677007.0
Mumbai,5,6796,5,24,30,0.86,1,1,0,4.13,87106082.0
Lucknow,3,1813,2,2,3,10.91,0,1,1,1.6,6730103.0
Ahmedabad,1,480,1,8,9,2.18,0,0,0,2.8,3461481.0
Kolkata,2,1133,2,3,12,11.06,0,1,0,2.5,8295419.0
Delhi NCR,4,2257,4,35,44,24.79,1,1,1,4.75,19468796.0
Kolkata,4,3324,3,7,7,21.45,0,0,0,2.5,17144448.0
Hyderabad,4,2938,4,13,18,26.81,1,1,0,5.54,21875826.0
Chennai,2,960,2,13,23,15.71,1,1,1,3.5,11225764.0
Ahmedabad,1,662,0,4,14,29.8,0,1,0,2.8,2834587.0
Mumbai,1,559,1,18,19,2.35,1,1,0,4.13,15053345.0
Bangalore,5,6990,5,35,35,26.78,1,1,0,9.8,74089363.0
Hyderabad,5,9071,5,2,10,11.27,0,1,1,5.54,81598682.0
Hyderabad,3,1335,3,4,4,28.24,1,1,1,5.54,9475103.0
Lucknow,5,5550,4,2,8,3.24,1,1,0,1.6,37038042.0
Ahmedabad,2,932,2,11,18,24.02,0,1,1,2.8,3664376.0
Delhi NCR,5,7135,5,27,29,0.78,1,1,1,4.75,127984825.0
Mumbai,4,2409,3,10,19,6.37,1,1,1,4.13,41027033.0
Chennai,3,1339,2,14,18,8.27,0,1,0,3.5,13449869.0
Mumbai,1,567,1,18,25,11.79,1,1,1,4.13,16510674.0
Mumbai,2,821,2,0,9,3.37,1,1,0,4.13,20454343.0
Lucknow,3,1633,3,15,18,2.94,1,1,0,1.6,11573917.0
Mumbai,4,3809,3,23,33,10.95,1,1,1,4.13,101117522.0
Ahmedabad,3,1991,2,8,10,9.81,0,1,1,2.8,10929256.0
Jaipur,5,4944,4,5,13,4.21,0,1,1,1.8,39172931.0
Lucknow,5,6427,5,11,16,27.65,1,1,1,1.6,34088095.0
Lucknow,4,2900,4,8,13,4.79,0,1,1,1.6,13590742.0
Pune,3,1945,3,0,6,14.81,0,1,0,2.78,13670005.0
Mumbai,1,443,0,12,22,1.09,1,1,1,4.13,9587584.0
Hyderabad,5,7743,5,0,5,4.47,0,1,0,5.54,76096395.0
Kolkata,2,841,2,0,5,13.87,1,1,0,2.5,6083177.0
Mumbai,2,1171,2,23,29,7.73,1,1,1,4.13,47671680.0
Mumbai,2,1166,2,23,28,25.19,1,1,1,4.13,12293441.0
Jaipur,5,5427,4,3,3,12.85,0,1,0,1.8,31576186.0
Bangalore,1,664,1,28,32,29.19,1,1,1,9.8,5247761.0
Mumbai,1,459,1,15,18,26.83,1,1,0,4.13,6419676.0
Lucknow,1,597,1,15,23,3.0,1,1,0,1.6,3462274.0
Kolkata,4,3062,4,12,18,28.62,0,1,1,2.5,13846325.0
Jaipur,3,1974,3,3,9,17.77,0,0,0,1.8,7222159.0
Jaipur,5,5047,4,10,10,11.6,0,1,0,1.8,26270207.0
Jaipur,2,974,1,13,20,24.16,0,1,1,1.8,3906670.0
Chennai,2,991,1,11,21,27.02,1,1,1,3.5,6332369.0
Mumbai,1,400,1,25,29,20.57,1,1,0,4.13,7103802.0
Hyderabad,2,895,2,7,14,15.81,0,0,0,5.54,4885414.0
Lucknow,1,492,1,15,15,9.06,1,1,1,1.6,2547085.0
Hyderabad,1,615,1,13,17,24.83,1,1,1,5.54,5336576.0
Bangalore,2,1101,2,20,21,8.69,1,1,1,9.8,15799678.0
Pune,4,3590,4,9,11,9.51,0,0,1,2.78,26311631.0
Jaipur,2,985,2,2,12,0.33,1,1,1,1.8,7114419.0
Hyderabad,1,460,0,1,7,7.28,0,0,0,5.54,4146602.0
Ahmedabad,4,3254,3,4,10,18.18,1,1,1,2.8,15502271.0
Pune,1,609,1,13,23,8.6,1,1,1,2.78,6886767.0
Delhi NCR,4,2972,4,35,45,9.8,1,1,1,4.75,30731802.0
Jaipur,4,2382,4,12,12,9.57,0,0,1,1.8,11975218.0
Ahmedabad,1,562,0,14,21,21.99,0,0,1,2.8,2283902.0
Lucknow,3,1369,3,12,13,12.19,0,0,1,1.6,4572068.0
Chennai,1,433,1,12,15,1.31,1,1,1,3.5,3688909.0
Pune,3,1583,2,0,7,28.13,1,1,0,2.78,10268767.0
Jaipur,4,3191,4,3,11,20.47,1,1,1,1.8,15001767.0
Mumbai,5,4757,5,12,12,10.06,1,1,1,4.13,94901879.0
Lucknow,4,3484,4,6,9,6.2,0,1,1,1.6,19406396.0
Jaipur,1,431,0,9,13,29.84,1,1,0,1.8,2000000.0
Bangalore,5,4527,5,28,38,14.81,1,1,0,9.8,58426421.0
Kolkata,1,507,0,15,22,25.32,0,1,1,2.5,2348167.0
Lucknow,1,494,0,7,7,25.53,0,1,0,1.6,2000000.0
Lucknow,1,572,1,6,6,7.74,0,1,1,1.6,2762436.0
Chennai,4,3194,3,13,22,2.2,1,1,1,3.5,31301591.0
Pune,4,3770,4,4,12,15.66,0,1,0,2.78,27744713.0
Delhi NCR,2,1191,2,5,11,23.37,1,1,1,4.75,12261123.0
Jaipur,2,1012,2,1,3,18.87,0,0,0,1.8,3365837.0
Pune,5,9693,5,4,11,7.19,0,1,1,2.78,166923878.0
Delhi NCR,3,1907,2,28,34,5.26,1,1,0,4.75,17682105.0
Mumbai,5,5584,5,34,41,9.82,1,1,0,4.13,202405101.0
Kolkata,1,503,0,9,12,13.29,1,1,1,2.5,4192410.0
Bangalore,2,1070,2,36,46,21.04,1,1,1,9.8,5851312.0
Hyderabad,2,905,1,13,13,10.83,0,1,0,5.54,6390943.0
Jaipur,1,682,0,15,16,14.67,0,0,0,1.8,2961449.0
Mumbai,3,1925,2,14,15,6.54,1,1,0,4.13,44467529.0
Mumbai,2,955,2,5,5,10.59,1,1,1,4.13,23613680.0
Chennai,1,578,1,8,16,14.4,0,0,1,3.5,3407415.0
Hyderabad,4,3572,4,12,19,22.22,0,0,1,5.54,24371069.0
Kolkata,1,681,1,5,6,24.34,0,0,0,2.5,2978480.0
Hyderabad,2,884,2,6,12,10.33,0,1,1,5.54,9366924.0
Hyderabad,1,479,1,6,15,13.71,0,0,1,5.54,3664407.0
Jaipur,2,823,2,15,23,20.72,0,0,1,1.8,3256861.0
Pune,2,829,2,2,4,9.24,0,1,1,2.78,6719234.0
Hyderabad,5,6072,5,8,18,4.84,0,1,0,5.54,67981059.0
Bangalore,2,960,2,16,16,15.96,1,1,1,9.8,9573859.0
Kolkata,1,552,1,5,7,27.26,0,0,1,2.5,2547690.0
Kolkata,1,472,1,10,20,19.57,0,0,1,2.5,2355537.0
Jaipur,5,5941,5,10,12,11.86,0,1,1,1.8,38752750.0
Delhi NCR,2,1151,2,3,7,29.08,1,1,1,4.75,12935328.0
Chennai,2,843,1,15,17,0.73,0,0,1,3.5,8949351.0
Delhi NCR,2,802,2,4,14,10.93,1,1,1,4.75,7722823.0
Jaipur,2,961,2,0,1,20.71,0,1,1,1.8,4199049.0
Bangalore,5,7436,5,30,40,13.01,1,1,0,9.8,117209101.0
Ahmedabad,1,521,0,1,5,22.64,0,1,0,2.8,2000000.0
Bangalore,1,687,0,26,28,29.73,1,1,1,9.8,4897714.0
Ahmedabad,5,9234,5,9,16,15.37,0,0,1,2.8,59486982.0
Lucknow,3,1322,3,15,15,25.65,1,1,0,1.6,4843065.0
Ahmedabad,2,913,1,8,16,15.11,1,1,1,2.8,5531143.0
Delhi NCR,2,1095,2,0,6,20.04,1,1,0,4.75,12736989.0
Lucknow,2,887,2,2,3,16.32,0,1,1,1.6,3570984.0
Hyderabad,4,3222,4,1,10,8.56,1,1,1,5.54,31104028.0
Lucknow,5,8233,5,4,14,7.87,1,1,0,1.6,70041629.0
Hyderabad,3,1841,3,11,21,18.74,1,1,1,5.54,8564007.0
Jaipur,3,1767,3,12,12,9.57,0,1,0,1.8,9011472.0
Chennai,5,5334,4,11,17,19.61,0,0,1,3.5,43509753.0
Hyderabad,1,403,0,5,9,5.79,0,0,1,5.54,2472543.0
Bangalore,5,6422,5,8,13,20.01,1,1,0,9.8,98943824.0
Mumbai,3,1946,2,27,37,6.25,1,1,0,4.13,56339416.0
Jaipur,4,2988,4,1,1,17.7,0,0,1,1.8,10855812.0
Kolkata,3,1820,3,12,17,18.74,0,1,1,2.5,11324540.0
Ahmedabad,3,1810,3,5,8,12.39,0,0,0,2.8,10786930.0
Lucknow,5,9590,4,9,16,23.04,0,1,0,1.6,55052537.0
Mumbai,2,870,2,22,31,3.12,1,1,1,4.13,27138421.0
Bangalore,4,2376,3,34,35,29.05,1,1,0,9.8,19392269.0
Lucknow,4,2490,4,0,0,9.01,0,1,1,1.6,10313843.0
Ahmedabad,3,1614,3,12,12,3.22,0,0,0,2.8,10984371.0
Lucknow,3,1936,2,13,14,25.89,0,1,0,1.6,5836285.0
Ahmedabad,2,866,1,1,6,15.2,0,0,0,2.8,3913229.0
Mumbai,2,1053,2,38,48,21.13,1,1,1,4.13,18791669.0
Pune,4,2808,3,2,10,2.57,0,0,1,2.78,28155573.0
Hyderabad,4,2898,4,1,1,4.27,0,1,0,5.54,28777409.0
Ahmedabad,3,1515,2,10,11,25.82,0,1,0,2.8,7074755.0
Delhi NCR,4,2778,4,29,39,22.34,1,1,1,4.75,22683070.0
Lucknow,2,975,1,2,3,10.78,0,1,1,1.6,4162962.0
Hyderabad,3,1350,3,0,7,13.69,0,0,1,5.54,7676546.0
Ahmedabad,2,869,1,2,4,6.12,0,0,1,2.8,4836122.0
Hyderabad,2,940,2,14,24,17.58,0,1,0,5.54,7400380.0
Jaipur,4,2241,4,3,10,16.62,0,0,0,1.8,8980440.0
Lucknow,4,2320,4,10,19,25.61,0,0,0,1.6,6253260.0
Delhi NCR,1,420,1,3,10,14.91,1,1,1,4.75,4894879.0
Pune,2,846,2,4,10,12.0,0,1,1,2.78,8340795.0
Mumbai,5,7555,5,3,8,24.86,1,1,0,4.13,197611956.0
Mumbai,2,1015,2,37,44,18.16,1,1,1,4.13,34808221.0
Chennai,3,1683,2,9,17,28.15,1,1,1,3.5,9313541.0
Hyderabad,5,4957,5,13,13,21.56,0,0,0,5.54,27349455.0
Delhi NCR,5,6692,4,11,18,16.98,1,1,0,4.75,46674165.0
Jaipur,1,481,0,5,11,22.21,0,0,0,1.8,2000000.0
Mumbai,1,681,1,15,23,11.36,1,1,0,4.13,17961852.0
Bangalore,4,2604,3,25,26,6.21,1,1,1,9.8,36507737.0
Delhi NCR,3,1609,3,35,42,28.86,1,1,1,4.75,14798782.0
Pune,5,9871,5,14,22,11.47,0,0,1,2.78,109908226.0
Pune,4,2530,4,12,13,19.05,1,1,1,2.78,28807416.0
Kolkata,1,439,1,14,14,11.62,0,1,0,2.5,2910421.0
Pune,1,595,1,7,13,10.11,0,1,1,2.78,5247306.0
Kolkata,3,1804,3,5,9,19.23,1,1,0,2.5,11790623.0
Delhi NCR,2,810,1,19,28,12.07,1,1,0,4.75,9574562.0
Lucknow,2,1193,1,4,13,20.35,1,1,1,1.6,5020924.0
Delhi NCR,3,1782,3,37,46,1.88,1,1,1,4.75,21890516.0
Mumbai,2,1079,1,16,19,15.29,1,1,1,4.13,26077275.0
Kolkata,4,3376,4,7,14,13.29,0,1,1,2.5,26566522.0
Lucknow,5,9730,4,8,8,13.02,0,0,1,1.6,72509855.0
Lucknow,1,610,0,9,18,11.94,1,1,0,1.6,3400406.0
Hyderabad,1,532,0,4,7,14.3,0,1,1,5.54,3724452.0
Chennai,4,3997,4,12,22,15.31,0,1,1,3.5,26578264.0
Chennai,5,6854,4,10,17,13.53,0,1,0,3.5,65055238.0
Chennai,2,818,1,2,3,21.57,0,1,1,3.5,4944150.0
Chennai,2,899,1,4,11,16.74,1,1,0,3.5,7549690.0
Ahmedabad,5,8817,5,0,0,23.94,0,1,0,2.8,48212863.0
Pune,2,1122,2,2,11,11.1,0,0,1,2.78,10426023.0
Jaipur,2,1061,2,6,9,18.63,0,1,0,1.8,4174262.0
Hyderabad,2,835,2,11,19,11.06,0,1,0,5.54,6322275.0
Pune,1,598,1,5,9,0.87,0,1,1,2.78,5535064.0
Hyderabad,4,3767,4,8,12,19.41,0,1,1,5.54,19486219.0
Kolkata,3,1587,3,4,6,7.02,0,0,1,2.5,11396120.0
Bangalore,4,3893,3,12,14,19.01,1,1,1,9.8,43423395.0
Delhi NCR,1,678,1,33,34,12.78,1,1,1,4.75,5280370.0
Jaipur,4,3101,4,5,13,19.64,0,0,1,1.8,10156341.0
Delhi NCR,2,1125,1,10,14,9.94,1,1,1,4.75,11377976.0
Jaipur,4,2909,4,12,12,7.89,0,0,1,1.8,16803625.0
Jaipur,4,2315,3,1,7,10.61,0,0,0,1.8,9454066.0
Chennai,2,806,2,8,8,7.38,0,1,1,3.5,5196126.0
Ahmedabad,3,1486,3,0,2,19.65,0,0,0,2.8,5927822.0
Jaipur,1,604,0,1,8,22.91,0,1,0,1.8,2117292.0
Delhi NCR,4,3833,4,23,30,10.49,1,1,1,4.75,15660378.0
Pune,4,3498,4,11,16,29.65,0,1,1,2.78,22218142.0
Hyderabad,4,2476,4,0,3,3.29,0,1,0,5.54,22461517.0
Delhi NCR,2,816,1,4,4,9.82,1,1,0,4.75,9907651.0
Delhi NCR,1,453,0,39,48,11.27,1,1,1,4.75,8074026.0
Pune,2,886,2,13,17,22.34,1,1,1,2.78,8155830.0
Jaipur,4,3787,4,15,18,5.02,1,1,1,1.8,26552223.0
Lucknow,2,831,2,13,19,11.39,0,0,0,1.6,2933313.0
Hyderabad,4,2591,4,11,20,4.51,0,1,0,5.54,38107729.0
Chennai,3,1336,2,4,13,10.11,1,1,0,3.5,11209043.0
Ahmedabad,1,538,1,0,7,6.06,1,1,1,2.8,3852188.0
Chennai,4,3750,4,14,16,14.34,1,1,0,3.5,31928911.0
Mumbai,1,656,0,37,37,14.79,1,1,0,4.13,15686911.0
Hyderabad,5,8716,4,6,14,26.42,0,1,0,5.54,79869287.0
Chennai,2,1023,2,9,14,2.53,0,0,1,3.5,8104447.0
Mumbai,4,3309,4,35,43,4.49,1,1,1,4.13,84444432.0
Delhi NCR,5,4612,5,19,21,8.95,1,1,1,4.75,62589255.0
Pune,5,9867,5,15,23,27.73,0,1,1,2.78,98000932.0
Kolkata,1,544,1,9,16,5.49,1,1,0,2.5,4249698.0
Mumbai,3,1793,3,19,19,24.6,1,1,1,4.13,33340388.0
Hyderabad,2,1042,1,2,8,0.23,0,0,0,5.54,9423939.0
Kolkata,4,3332,4,7,17,13.14,1,1,1,2.5,28666331.0
Chennai,4,3429,4,4,6,11.3,0,1,0,3.5,15340744.0
Hyderabad,3,1669,2,14,20,13.04,0,1,1,5.54,17083790.0
Pune,4,3880,4,4,12,29.91,1,1,1,2.78,33265624.0
Delhi NCR,3,1447,2,10,15,17.22,1,1,1,4.75,6586598.0
Pune,3,1362,3,10,10,19.92,0,0,0,2.78,8067380.0
Bangalore,2,1021,1,29,35,27.19,1,1,1,9.8,8910745.0
Lucknow,3,1885,3,12,20,5.74,1,1,1,1.6,9520089.0
Kolkata,5,7524,4,4,8,0.29,0,0,0,2.5,76434596.0
Mumbai,1,578,0,28,34,29.87,1,1,0,4.13,6372117.0
Mumbai,3,1745,3,25,27,15.66,1,1,1,4.13,58285474.0
Mumbai,5,5087,5,7,17,29.5,1,1,0,4.13,118907000.0
Mumbai,4,3567,4,21,27,6.09,1,1,0,4.13,133787951.0
Pune,1,469,1,7,15,16.76,1,1,1,2.78,4420632.0
Kolkata,5,8317,5,1,2,24.69,1,1,0,2.5,61164213.0
Lucknow,5,5420,5,14,21,20.71,0,1,0,1.6,23154659.0
Chennai,5,7439,5,2,6,8.02,0,1,1,3.5,91754766.0
Bangalore,5,8446,5,19,25,13.17,1,1,1,9.8,115669199.0
Hyderabad,1,429,0,3,3,28.55,1,1,1,5.54,3309678.0
Chennai,2,956,2,1,1,0.9,1,1,1,3.5,9964146.0
Chennai,5,8871,5,11,15,29.8,1,1,1,3.5,81786456.0
Ahmedabad,4,2823,4,3,9,25.69,0,0,0,2.8,11265503.0
Delhi NCR,1,521,1,7,17,21.51,1,1,0,4.75,4779433.0
Hyderabad,3,1590,2,12,22,5.23,0,1,1,5.54,14766463.0
Ahmedabad,1,625,0,2,12,24.26,0,1,0,2.8,2915214.0
Mumbai,3,1420,3,31,33,26.34,1,1,0,4.13,17024087.0
Mumbai,5,6127,5,3,8,27.72,1,1,1,4.13,151036655.0
Lucknow,5,6473,4,12,14,20.74,0,0,1,1.6,31691886.0
Delhi NCR,5,7665,5,36,45,0.13,1,1,1,4.75,166374488.0
Pune,1,694,0,1,9,23.29,1,1,0,2.78,5114270.0
Mumbai,1,606,1,11,17,9.95,1,1,0,4.13,8457133.0
Mumbai,3,1914,3,4,12,26.36,1,1,0,4.13,38291813.0
Lucknow,2,1040,2,13,19,22.4,0,1,0,1.6,3576323.0
Kolkata,3,1525,3,7,10,1.1,1,1,1,2.5,14120443.0
Chennai,2,1130,2,9,11,25.79,1,1,1,3.5,8514178.0
Lucknow,4,2457,4,11,19,13.64,0,1,0,1.6,9403456.0
Mumbai,3,1804,3,26,35,12.19,1,1,0,4.13,23704548.0
Chennai,2,1112,2,7,17,1.88,0,0,0,3.5,7098803.0
Pune,3,1685,3,8,18,4.88,1,1,1,2.78,20593180.0
Kolkata,3,1431,3,3,9,13.3,0,1,1,2.5,7807365.0
Kolkata,1,602,0,15,17,5.5,1,1,1,2.5,6366625.0
Pune,5,7946,5,9,16,15.1,1,1,0,2.78,69748582.0
Jaipur,3,1672,3,12,13,16.43,0,0,1,1.8,8019724.0
Mumbai,1,433,0,27,29,10.06,1,1,0,4.13,11040205.0
Chennai,4,2244,4,1,1,12.32,0,1,0,3.5,15174158.0
Hyderabad,2,922,2,7,10,19.98,0,1,1,5.54,5807710.0
Pune,2,1111,2,1,8,7.07,0,0,1,2.78,9739471.0
Hyderabad,1,400,1,14,17,15.52,0,1,1,5.54,3166711.0
Chennai,3,1481,2,6,11,18.6,0,0,1,3.5,10184225.0
Chennai,1,539,1,8,9,25.5,0,1,1,3.5,3157564.0
Chennai,3,1832,2,12,12,4.97,1,1,0,3.5,18360267.0
Jaipur,4,3991,4,8,18,2.15,0,0,0,1.8,22710493.0
Ahmedabad,5,9344,4,7,16,29.66,1,1,0,2.8,67569939.0
Lucknow,4,3080,4,10,20,17.92,0,1,0,1.6,12019869.0
Jaipur,1,490,1,9,12,16.3,1,1,1,1.8,2038391.0
Kolkata,5,7615,5,10,14,27.33,1,1,0,2.5,52082018.0
Hyderabad,4,3901,4,15,22,1.08,0,0,1,5.54,50735032.0
Jaipur,4,3540,4,14,24,13.3,1,1,0,1.8,19954914.0
Mumbai,3,1312,2,20,29,28.45,1,1,0,4.13,20230810.0
Jaipur,1,652,1,2,12,24.21,1,1,1,1.8,2732554.0
Bangalore,3,1549,3,4,7,1.49,1,1,0,9.8,23251823.0
Mumbai,1,648,1,21,26,7.25,1,1,0,4.13,13554793.0
Ahmedabad,2,831,2,15,25,9.84,0,1,1,2.8,4754927.0
Hyderabad,2,1010,2,0,2,3.11,0,0,1,5.54,9574658.0
Jaipur,1,622,1,6,14,12.75,0,0,0,1.8,2299371.0
Lucknow,2,1123,1,11,18,1.62,0,1,1,1.6,6762281.0
Ahmedabad,3,1763,3,7,7,9.33,0,0,1,2.8,8072933.0
Bangalore,5,9192,4,6,13,27.95,1,1,1,9.8,150325558.0
Mumbai,1,400,1,29,37,4.85,1,1,0,4.13,12552592.0
Mumbai,4,2687,4,22,30,9.06,1,1,0,4.13,69448639.0
Hyderabad,4,3437,4,3,13,25.3,0,0,1,5.54,24705848.0
Jaipur,5,7267,4,7,9,28.39,1,1,1,1.8,48333192.0
Chennai,4,3857,4,8,15,21.17,0,0,1,3.5,27389794.0
Mumbai,5,6688,5,29,29,20.26,1,1,1,4.13,83485239.0
Delhi NCR,1,450,1,13,21,23.05,1,1,0,4.75,2528979.0
Ahmedabad,4,2492,4,4,8,6.29,0,1,1,2.8,14986949.0
Kolkata,3,1817,3,6,12,8.69,0,1,1,2.5,12836622.0
Bangalore,3,1752,3,4,4,22.4,1,1,1,9.8,17633576.0
Ahmedabad,1,617,0,2,6,11.64,0,1,1,2.8,3201932.0
Jaipur,5,6488,5,1,9,9.26,0,0,1,1.8,40485464.0
Jaipur,4,3009,4,3,7,1.28,1,1,1,1.8,19456712.0
Mumbai,1,462,1,32,41,17.85,1,1,0,4.13,7837504.0
Pune,4,3753,4,7,9,26.35,0,1,1,2.78,20108646.0
